line,filename,tool,target,type,num_configs,variability
406,args.c,IKOS,toybox_0_7_5,null-pointer-deref,1000,False
195,mount.c,IKOS,toybox_0_7_5,null-pointer-deref,62,True
66,help.c,IKOS,toybox_0_7_5,unreachable,32,True
522,xwrap.c,IKOS,toybox_0_7_5,ignored-call-side-effect,157,True
128,ifconfig.c,IKOS,toybox_0_7_5,ignored-call-side-effect,69,True
598,ps.c,IKOS,toybox_0_7_5,signed-int-underflow,129,True
756,sed.c,IKOS,toybox_0_7_5,unknown-memory-access,63,True
774,sed.c,IKOS,toybox_0_7_5,null-pointer-deref,63,True
33,readlink.c,IKOS,toybox_0_7_5,buffer-overflow,65,True
181,getmountlist.c,IKOS,toybox_0_7_5,unknown-memory-access,153,True
92,pmap.c,IKOS,toybox_0_7_5,null-pointer-deref,59,True
122,ftpget.c,IKOS,toybox_0_7_5,buffer-overflow,96,True
166,df.c,IKOS,toybox_0_7_5,null-pointer-deref,62,True
86,chgrp.c,IKOS,toybox_0_7_5,ignored-call-side-effect,89,True
109,xwrap.c,IKOS,toybox_0_7_5,null-pointer-deref,221,True
592,bzcat.c,IKOS,toybox_0_7_5,unreachable,102,True
332,patch.c,IKOS,toybox_0_7_5,unknown-memory-access,63,True
448,bzcat.c,IKOS,toybox_0_7_5,null-pointer-deref,102,True
93,xxd.c,IKOS,toybox_0_7_5,ignored-call-side-effect,56,True
51,chmod.c,IKOS,toybox_0_7_5,ignored-call-side-effect,56,True
78,ionice.c,IKOS,toybox_0_7_5,buffer-overflow,61,True
113,df.c,IKOS,toybox_0_7_5,signed-int-underflow,62,True
324,ls.c,IKOS,toybox_0_7_5,unreachable,74,True
159,login.c,IKOS,toybox_0_7_5,unknown-memory-access,54,True
64,passwd.c,IKOS,toybox_0_7_5,unknown-memory-access,45,True
285,patch.c,IKOS,toybox_0_7_5,ignored-call-side-effect,63,True
310,sed.c,IKOS,toybox_0_7_5,unknown-memory-access,63,True
459,find.c,IKOS,toybox_0_7_5,buffer-overflow,70,True
348,args.c,IKOS,toybox_0_7_5,unknown-memory-access,483,True
1058,ps.c,IKOS,toybox_0_7_5,unreachable,37,True
21,interestingtimes.c,IKOS,toybox_0_7_5,unreachable,41,True
75,passwd.c,IKOS,toybox_0_7_5,null-pointer-deref,83,True
71,makedevs.c,IKOS,toybox_0_7_5,ignored-call-side-effect,75,True
197,xargs.c,IKOS,toybox_0_7_5,ignored-free,73,True
118,uniq.c,IKOS,toybox_0_7_5,ignored-free,30,True
97,sort.c,IKOS,toybox_0_7_5,unknown-memory-access,45,True
38,rmdir.c,IKOS,toybox_0_7_5,null-pointer-deref,65,True
685,sed.c,IKOS,toybox_0_7_5,unknown-memory-access,63,True
926,lib.c,IKOS,toybox_0_7_5,null-pointer-deref,146,True
206,grep.c,IKOS,toybox_0_7_5,ignored-call-side-effect,39,True
220,lsattr.c,IKOS,toybox_0_7_5,null-pointer-deref,66,True
168,passwd.c,IKOS,toybox_0_7_5,unknown-memory-access,83,True
170,netstat.c,IKOS,toybox_0_7_5,ignored-call-side-effect,59,True
668,sed.c,IKOS,toybox_0_7_5,null-pointer-deref,63,True
97,shred.c,IKOS,toybox_0_7_5,signed-int-overflow,66,True
45,uudecode.c,IKOS,toybox_0_7_5,unreachable,57,True
306,file.c,IKOS,toybox_0_7_5,buffer-overflow,63,True
121,ftpget.c,IKOS,toybox_0_7_5,unreachable,40,True
221,ls.c,IKOS,toybox_0_7_5,unknown-memory-access,74,True
541,ps.c,IKOS,toybox_0_7_5,null-pointer-deref,129,True
318,find.c,IKOS,toybox_0_7_5,unknown-memory-access,70,True
959,lib.c,IKOS,toybox_0_7_5,unreachable,146,True
176,cut.c,IKOS,toybox_0_7_5,signed-int-overflow,57,True
